id,name,primary_classification,secondary_classification,tertiary_classification,common_name,material,characteristics,payment_category,payment_standard,description
gz_nhsa_consumables_C01023903300002,C01023903300002,非血管介入治疗类材料,消化介入材料,组织切开刀,切开刀,不区分,先端绝缘/不带注,乙类,3991.68,
gz_nhsa_consumables_C01023903300003,C01023903300003,非血管介入治疗类材料,消化介入材料,组织切开刀,切开刀,不区分,先液端不绝缘/带注,乙类,3991.68,
gz_nhsa_consumables_C01023903300004,C01023903300004,非血管介入治疗类材料,消化介入材料,组织切开刀,切开刀,不区分,先液端不绝缘/不带注液,乙类,1671.74,
gz_nhsa_consumables_C01024003300001,C01024003300001,非血管介入治疗类材料,消化介入材料,乳头切开刀,切开刀,不区分,单件/不带绝缘涂层/弓状刀,乙类,1289.25,
gz_nhsa_consumables_C01024003300002,C01024003300002,非血管介入治疗类材料,消化介入材料,乳头切开刀,切开刀,不区分,单件/不带绝缘涂层/针状刀,乙类,1808.91,
gz_nhsa_consumables_C01024003300004,C01024003300004,非血管介入治疗类材料,消化介入材料,乳头切开刀,切开刀,不区分,单件/带绝缘涂层的/弓状刀,乙类,1956.92,
gz_nhsa_consumables_C01024003300005,C01024003300005,非血管介入治疗类材料,消化介入材料,乳头切开刀,切开刀,不区分,单件/带绝缘涂层的/针状刀,乙类,2130.10,
gz_nhsa_consumables_C01024003300007,C01024003300007,非血管介入治疗类材料,消化介入材料,乳头切开刀,切开刀,不区分,套装/不带绝缘涂层/弓状刀,乙类,1860.00,
gz_nhsa_consumables_C01030100101001,C01030100101001,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,单根/有涂层/单猪尾/留置时间＜180,乙类,544.69,
gz_nhsa_consumables_C01030100101003,C01030100101003,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,天单根/有涂层/单猪尾/留置时间≥365天,乙类,418.06,
gz_nhsa_consumables_C01030100101004,C01030100101004,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,单根/有涂层/双猪尾/留置时间＜180,乙类,623.68,
gz_nhsa_consumables_C01030100101006,C01030100101006,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,天单根/有涂层/双猪尾/留置时间≥365天,乙类,885.97,
gz_nhsa_consumables_C01030100101007,C01030100101007,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,单根/有涂层/其他形状/留置时间＜,乙类,600.00,
gz_nhsa_consumables_C01030100101009,C01030100101009,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,8-单0天根/有涂层/其他形状/留置时间≥365,乙类,3005.08,
gz_nhsa_consumables_C01030100101010,C01030100101010,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,天单根/无涂层/单猪尾/留置时间＜180,乙类,248.53,
gz_nhsa_consumables_C01030100101011,C01030100101011,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,天单根/无涂层/单猪尾/180≤留置时间＜,乙类,1072.89,
gz_nhsa_consumables_C01030100101013,C01030100101013,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,单根/无涂层/双猪尾/留置时间＜180,乙类,321.67,
gz_nhsa_consumables_C01030100101014,C01030100101014,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,天单根/无涂层/双猪尾/180≤留置时间＜,乙类,431.26,
gz_nhsa_consumables_C01030100101015,C01030100101015,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,56 -单5天 根/无涂层/双猪尾/留置时间≥365天,乙类,546.63,
gz_nhsa_consumables_C01030100101016,C01030100101016,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,单根/无涂层/其他形状/留置时间＜,乙类,1353.54,
gz_nhsa_consumables_C01030100101019,C01030100101019,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,8-套0天装/有涂层/单猪尾/留置时间＜180,乙类,933.94,
gz_nhsa_consumables_C01030100101022,C01030100101022,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,天套装/有涂层/双猪尾/留置时间＜180,乙类,647.73,
gz_nhsa_consumables_C01030100101024,C01030100101024,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,天套装/有涂层/双猪尾/留置时间≥365天,乙类,3586.28,
gz_nhsa_consumables_C01030100101025,C01030100101025,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,套装/有涂层/其他形状/留置时间＜,乙类,600.00,
gz_nhsa_consumables_C01030100101028,C01030100101028,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,8-套0天装/无涂层/单猪尾/留置时间＜180,乙类,762.25,
gz_nhsa_consumables_C01030100101031,C01030100101031,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,套装/无涂层/双猪尾/留置时间＜180,乙类,505.21,
gz_nhsa_consumables_C01030100101032,C01030100101032,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,天套装/无涂层/双猪尾/180≤留置时间＜,乙类,752.30,
gz_nhsa_consumables_C01030100101033,C01030100101033,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,36 -套5天 装/无涂层/双猪尾/留置时间≥365天,乙类,2444.54,
gz_nhsa_consumables_C01030100101034,C01030100101034,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,聚合物,套装/无涂层/其他形状/留置时间＜,乙类,1819.09,
gz_nhsa_consumables_C01030100105027,C01030100105027,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,合金,8-套0天装/有涂层/其他形状/留置时间≥365,乙类,48000.00,
gz_nhsa_consumables_C01030100105033,C01030100105033,非血管介入治疗类材料,泌尿介入材料,输尿管支架,支架,合金,天套装/无涂层/双猪尾/留置时间≥365天,乙类,9124.00,
gz_nhsa_consumables_C01030200102000,C01030200102000,非血管介入治疗类材料,泌尿介入材料,尿道支架,支架,合金,常规,乙类,29931.00,
gz_nhsa_consumables_C01030300200001,C01030300200001,非血管介入治疗类材料,泌尿介入材料,泌尿介入球囊,球囊,不区分,输尿管/带泵,乙类,5849.03,
gz_nhsa_consumables_C01030300200002,C01030300200002,非血管介入治疗类材料,泌尿介入材料,泌尿介入球囊,球囊,不区分,输尿管/不带泵,乙类,4119.16,
gz_nhsa_consumables_C01030300200003,C01030300200003,非血管介入治疗类材料,泌尿介入材料,泌尿介入球囊,球囊,不区分,肾造瘘/带泵,乙类,2000.00,
gz_nhsa_consumables_C01030300200004,C01030300200004,非血管介入治疗类材料,泌尿介入材料,泌尿介入球囊,球囊,不区分,肾造瘘/不带泵,乙类,3880.00,
gz_nhsa_consumables_C01030300200006,C01030300200006,非血管介入治疗类材料,泌尿介入材料,泌尿介入球囊,球囊,不区分,尿道/不带泵,乙类,3880.00,
gz_nhsa_consumables_C01030300200007,C01030300200007,非血管介入治疗类材料,泌尿介入材料,泌尿介入球囊,球囊,不区分,输尿管封堵/带泵,乙类,3880.00,
gz_nhsa_consumables_C01030300200008,C01030300200008,非血管介入治疗类材料,泌尿介入材料,泌尿介入球囊,球囊,不区分,输尿管封堵/不带,乙类,1600.00,
gz_nhsa_consumables_C01030403700001,C01030403700001,非血管介入治疗类材料,泌尿介入材料,泌尿扩张器,扩张器,不区分,-输尿管,乙类,0.96,
gz_nhsa_consumables_C01030403700002,C01030403700002,非血管介入治疗类材料,泌尿介入材料,泌尿扩张器,扩张器,不区分,经皮肾,乙类,872.11,
gz_nhsa_consumables_C01030403700003,C01030403700003,非血管介入治疗类材料,泌尿介入材料,泌尿扩张器,扩张器,不区分,尿道,乙类,1104.71,
gz_nhsa_consumables_C01030500301001,C01030500301001,非血管介入治疗类材料,泌尿介入材料,泌尿介入导丝,导丝,不锈钢,有涂层/单软头/带内芯,乙类,1079.78,
gz_nhsa_consumables_C01030500301002,C01030500301002,非血管介入治疗类材料,泌尿介入材料,泌尿介入导丝,导丝,不锈钢,有涂层/单软头/无内芯,乙类,2246.43,
gz_nhsa_consumables_C01030500301005,C01030500301005,非血管介入治疗类材料,泌尿介入材料,泌尿介入导丝,导丝,不锈钢,无涂层/单软头/带内芯,乙类,640.36,
gz_nhsa_consumables_C01030500301007,C01030500301007,非血管介入治疗类材料,泌尿介入材料,泌尿介入导丝,导丝,不锈钢,无涂层/双软头/带内芯,乙类,709.88,
gz_nhsa_consumables_C01030500302001,C01030500302001,非血管介入治疗类材料,泌尿介入材料,泌尿介入导丝,导丝,合金,有涂层/单软头/带内芯,乙类,1097.41,
gz_nhsa_consumables_C01030500302002,C01030500302002,非血管介入治疗类材料,泌尿介入材料,泌尿介入导丝,导丝,合金,有涂层/单软头/无内芯,乙类,480.00,
gz_nhsa_consumables_C01030500302003,C01030500302003,非血管介入治疗类材料,泌尿介入材料,泌尿介入导丝,导丝,合金,有涂层/双软头/带内芯,乙类,1510.00,
gz_nhsa_consumables_C01030500302005,C01030500302005,非血管介入治疗类材料,泌尿介入材料,泌尿介入导丝,导丝,合金,无涂层/单软头/带内芯,乙类,1156.46,
gz_nhsa_consumables_C01030500302006,C01030500302006,非血管介入治疗类材料,泌尿介入材料,泌尿介入导丝,导丝,合金,无涂层/单软头/无内芯,乙类,901.57,
gz_nhsa_consumables_C01030500302008,C01030500302008,非血管介入治疗类材料,泌尿介入材料,泌尿介入导丝,导丝,合金,无涂层/双软头/无内芯,乙类,272.87,
gz_nhsa_consumables_C01030600400002,C01030600400002,非血管介入治疗类材料,泌尿介入材料,泌尿介入导管,导管,不区分,肾造瘘/端孔/多腔,乙类,3939.66,
gz_nhsa_consumables_C01030600400003,C01030600400003,非血管介入治疗类材料,泌尿介入材料,泌尿介入导管,导管,不区分,肾造瘘/侧孔/单腔,乙类,52.44,
gz_nhsa_consumables_C01030600400005,C01030600400005,非血管介入治疗类材料,泌尿介入材料,泌尿介入导管,导管,不区分,输尿管/端孔/单腔,乙类,12.21,
gz_nhsa_consumables_C01030600400006,C01030600400006,非血管介入治疗类材料,泌尿介入材料,泌尿介入导管,导管,不区分,输尿管/端孔/多腔,乙类,2243.82,
gz_nhsa_consumables_C01030600400007,C01030600400007,非血管介入治疗类材料,泌尿介入材料,泌尿介入导管,导管,不区分,输尿管/侧孔/单腔,乙类,18.26,
gz_nhsa_consumables_C01030600400008,C01030600400008,非血管介入治疗类材料,泌尿介入材料,泌尿介入导管,导管,不区分,输尿管/侧孔/多腔,乙类,960.00,
gz_nhsa_consumables_C01030801901003,C01030801901003,非血管介入治疗类材料,泌尿介入材料,泌尿取石网篮,网篮,不锈钢,硬镜用/梭型,乙类,2400.00,
gz_nhsa_consumables_C01030801901005,C01030801901005,非血管介入治疗类材料,泌尿介入材料,泌尿取石网篮,网篮,不锈钢,软镜用/渔网状,乙类,3800.00,
gz_nhsa_consumables_C01030801902001,C01030801902001,非血管介入治疗类材料,泌尿介入材料,泌尿取石网篮,网篮,合金,硬镜用/三爪状,乙类,2836.31,
gz_nhsa_consumables_C01030801902002,C01030801902002,非血管介入治疗类材料,泌尿介入材料,泌尿取石网篮,网篮,合金,硬镜用/渔网状,乙类,2315.47,
gz_nhsa_consumables_C01030801902003,C01030801902003,非血管介入治疗类材料,泌尿介入材料,泌尿取石网篮,网篮,合金,硬镜用/梭型,乙类,4101.40,
gz_nhsa_consumables_C01030801902004,C01030801902004,非血管介入治疗类材料,泌尿介入材料,泌尿取石网篮,网篮,合金,软镜用/三爪状,乙类,3235.32,
gz_nhsa_consumables_C01030801902005,C01030801902005,非血管介入治疗类材料,泌尿介入材料,泌尿取石网篮,网篮,合金,软镜用/渔网状,乙类,3419.52,
gz_nhsa_consumables_C01030801902006,C01030801902006,非血管介入治疗类材料,泌尿介入材料,泌尿取石网篮,网篮,合金,软镜用/梭型,乙类,4042.15,
gz_nhsa_consumables_C01030801902009,C01030801902009,非血管介入治疗类材料,泌尿介入材料,泌尿取石网篮,网篮,合金,经皮肾镜用/梭型,乙类,3357.43,
gz_nhsa_consumables_C01030901900000,C01030901900000,非血管介入治疗类材料,泌尿介入材料,泌尿拦截网篮,网篮,不区分,常规,乙类,1735.46,
gz_nhsa_consumables_C01031101500001,C01031101500001,非血管介入治疗类材料,泌尿介入材料,泌尿介入鞘,鞘管,不区分,输尿管/可撕开鞘/单腔,乙类,1050.59,
gz_nhsa_consumables_C01031101500003,C01031101500003,非血管介入治疗类材料,泌尿介入材料,泌尿介入鞘,鞘管,不区分,输尿管/不可撕开鞘/单腔,乙类,2732.95,
gz_nhsa_consumables_C01031101500004,C01031101500004,非血管介入治疗类材料,泌尿介入材料,泌尿介入鞘,鞘管,不区分,输尿管/不可撕开鞘/双腔,乙类,2404.22,
gz_nhsa_consumables_C01031101500005,C01031101500005,非血管介入治疗类材料,泌尿介入材料,泌尿介入鞘,鞘管,不区分,肾/可撕开鞘/单,乙类,1343.04,
gz_nhsa_consumables_C01031101500006,C01031101500006,非血管介入治疗类材料,泌尿介入材料,泌尿介入鞘,鞘管,不区分,腔肾/可撕开鞘/双,乙类,2522.55,
gz_nhsa_consumables_C01031101500007,C01031101500007,非血管介入治疗类材料,泌尿介入材料,泌尿介入鞘,鞘管,不区分,腔肾/不可撕开鞘/,乙类,2215.68,
gz_nhsa_consumables_C01031101500008,C01031101500008,非血管介入治疗类材料,泌尿介入材料,泌尿介入鞘,鞘管,不区分,-肾腔/不可撕开鞘/,乙类,650.00,
gz_nhsa_consumables_C01031203800003,C01031203800003,非血管介入治疗类材料,泌尿介入材料,泌尿介入封堵器,封堵器,不区分,-抗腔激光/400μm＜直径≤1000μ,乙类,2825.66,
gz_nhsa_consumables_C01031203800006,C01031203800006,非血管介入治疗类材料,泌尿介入材料,泌尿介入封堵器,封堵器,不区分,不m抗激光/400μm＜直径≤1000μm,乙类,3226.72,
gz_nhsa_consumables_C01031503900000,C01031503900000,非血管介入治疗类材料,泌尿介入材料,膀胱冲洗器,冲洗器,不区分,常规,乙类,22.14,
gz_nhsa_consumables_C01031700400000,C01031700400000,非血管介入治疗类材料,泌尿介入材料,软镜导管,导管,不区分,常规,乙类,5217.45,
gz_nhsa_consumables_C01031800400001,C01031800400001,非血管介入治疗类材料,泌尿介入材料,输尿管成像导管,导管,不区分,单腔,乙类,4435.81,
gz_nhsa_consumables_C01031800400002,C01031800400002,非血管介入治疗类材料,泌尿介入材料,输尿管成像导管,导管,不区分,多腔,乙类,960.00,
gz_nhsa_consumables_C01031903700001,C01031903700001,非血管介入治疗类材料,泌尿介入材料,肾造瘘套件,扩张器,不区分,单件,乙类,933.56,
gz_nhsa_consumables_C01031903700003,C01031903700003,非血管介入治疗类材料,泌尿介入材料,肾造瘘套件,扩张器,不区分,套装,乙类,2473.29,
gz_nhsa_consumables_C01032003500001,C01032003500001,非血管介入治疗类材料,泌尿介入材料,肾造瘘引流导管,引流装置,不区分,球囊形,乙类,393.91,
gz_nhsa_consumables_C01032003500002,C01032003500002,非血管介入治疗类材料,泌尿介入材料,肾造瘘引流导管,引流装置,不区分,菊花头形,乙类,1000.00,
gz_nhsa_consumables_C01032003500003,C01032003500003,非血管介入治疗类材料,泌尿介入材料,肾造瘘引流导管,引流装置,不区分,猪尾形,乙类,345.63,
gz_nhsa_consumables_C01032003500004,C01032003500004,非血管介入治疗类材料,泌尿介入材料,肾造瘘引流导管,引流装置,不区分,其他,乙类,74.42,
gz_nhsa_consumables_C01032104100001,C01032104100001,非血管介入治疗类材料,泌尿介入材料,膀胱造瘘导入器,造瘘套件,不区分,可剥,乙类,1000.00,
